Initial Optimized Composition,Rounded Optimized Composition,Rounded Optimized Tc,Initial Optimized Tc,Rounded Optimized Ef,Initial Optimized Ef,structure_atom_count
B_{37.93260} Cu_{34.01284} Ga_{16.05043} Sr_{30.94481} Cs_{22.92771} Pt_{10.95424} Au_{22.17733} ,B_{38.0} Cu_{34.0} Ga_{16.0} Sr_{31.0} Cs_{23.0} Pt_{11.0} Au_{22.0} ,77.780426,77.761925,-0.4988761,-0.49628615,175.0
B_{13.07380} C_{32.97694} Fe_{26.87874} Ba_{40.98240} Ce_{14.03610} Lu_{16.27734} Ir_{31.95903} Au_{13.81562} ,B_{13.0} C_{33.0} Fe_{27.0} Ba_{41.0} Ce_{14.0} Lu_{16.0} Ir_{32.0} Au_{14.0} ,77.5102,77.678,-0.2349837,-0.22520791,190.0
Be_{27.00674} C_{6.961374} Mg_{30.12288} Ge_{17.99467} As_{34.98680} Pt_{58.99214} Pb_{14.93537} ,Be_{27.0} C_{7.0} Mg_{30.0} Ge_{18.0} As_{35.0} Pt_{59.0} Pb_{15.0} ,77.48589,77.578026,0.5983431,0.5991014,191.0
C_{25.00962} Cr_{40.98124} Co_{15.92994} In_{47.98463} Ba_{33.96404} Gd_{14.07175} Dy_{20.05876} ,C_{25.0} Cr_{41.0} Co_{16.0} In_{48.0} Ba_{34.0} Gd_{14.0} Dy_{20.0} ,77.53589,77.490364,-1.4905974,-1.4919236,198.0
Fe_{42.03623} Xe_{43.96095} Cs_{12.02129} Ba_{47.98098} La_{5.904791} Sm_{21.04051} Ta_{26.05522} ,Fe_{42.0} Xe_{44.0} Cs_{12.0} Ba_{48.0} La_{6.0} Sm_{21.0} Ta_{26.0} ,76.57953,76.64803,0.60766166,0.60706925,199.0
B_{28.04987} O_{33.04347} Ne_{11.01480} Ca_{17.98226} Ba_{16.93295} La_{6.988968} Ir_{8.947545} Pt_{33.04012} ,B_{28.0} O_{33.0} Ne_{11.0} Ca_{18.0} Ba_{17.0} La_{7.0} Ir_{9.0} Pt_{33.0} ,76.52257,76.63789,-1.5399356,-1.5410321,156.0
C_{101.0440} O_{32.0494} In_{15.84008} Ba_{43.06649} ,C_{101.0} O_{32.0} In_{16.0} Ba_{43.0} ,76.23186,76.45672,-0.78866357,-0.7892473,192.0
Be_{14.01783} C_{10.21870} O_{42.79306} Ca_{32.97273} Ge_{43.17883} Pt_{53.81883} ,Be_{14.0} C_{10.0} O_{43.0} Ca_{33.0} Ge_{43.0} Pt_{54.0} ,75.57017,75.6133,-1.6007713,-1.5988861,197.0
Al_{22.29412} Ca_{26.08102} Cr_{18.87127} Zr_{22.92095} Ba_{28.99548} Pt_{15.15128} Hg_{27.68586} ,Al_{22.0} Ca_{26.0} Cr_{19.0} Zr_{23.0} Ba_{29.0} Pt_{15.0} Hg_{28.0} ,75.47685,75.45933,0.008509276,0.006659901,162.0
C_{41.90959} Ne_{31.15917} Tc_{51.27978} Ba_{31.17371} Gd_{6.627068} Dy_{21.87042} Lu_{12.98024} ,C_{42.0} Ne_{31.0} Tc_{51.0} Ba_{31.0} Gd_{7.0} Dy_{22.0} Lu_{13.0} ,74.47428,74.98406,-1.1129006,-1.1079892,197.0
C_{60.08222} Ca_{19.23081} Cu_{78.72173} Sm_{3.77904} Pt_{10.03179} Bi_{21.15438} ,C_{60.0} Ca_{19.0} Cu_{79.0} Sm_{4.0} Pt_{10.0} Bi_{21.0} ,73.79714,74.7142,-0.4822523,-0.48435786,193.0
O_{66.91342} Cu_{26.97647} Sr_{16.96035} Ba_{21.00386} Nd_{3.998782} Pt_{54.14710} ,O_{67.0} Cu_{27.0} Sr_{17.0} Ba_{21.0} Nd_{4.0} Pt_{54.0} ,74.64377,74.65702,-2.0551367,-2.0537584,190.0
B_{25.03849} C_{24.99667} Co_{35.01598} Sr_{33.0034} Ir_{8.945447} ,B_{25.0} C_{25.0} Co_{35.0} Sr_{33.0} Ir_{9.0} ,74.44651,74.533195,-0.3540448,-0.3550949,127.0
O_{35.9942} Cu_{66.04879} La_{57.20770} Pt_{13.08418} Bi_{26.66513} ,O_{36.0} Cu_{66.0} La_{57.0} Pt_{13.0} Bi_{27.0} ,74.20595,74.42137,-1.8094943,-1.8113703,199.0
B_{27.96989} O_{23.98392} Ar_{30.12091} Ca_{11.93812} Sr_{28.98293} Pt_{36.00420} ,B_{28.0} O_{24.0} Ar_{30.0} Ca_{12.0} Sr_{29.0} Pt_{36.0} ,74.20539,74.30462,-0.89556456,-0.89742416,159.0
O_{51.15147} Cr_{11.85790} Cu_{65.09615} La_{6.866606} Yb_{19.16932} Pt_{12.85854} ,O_{51.0} Cr_{12.0} Cu_{65.0} La_{7.0} Yb_{19.0} Pt_{13.0} ,74.14333,74.17982,-1.3941361,-1.3937538,167.0
O_{66.21919} Cu_{26.97650} La_{25.91722} Nd_{8.069188} Eu_{14.92615} Gd_{3.891737} ,O_{66.0} Cu_{27.0} La_{26.0} Nd_{8.0} Eu_{15.0} Gd_{4.0} ,73.57892,73.91241,-2.795977,-2.8006005,146.0
B_{29.29379} Cu_{47.93564} Ge_{12.07349} Sr_{40.86156} Xe_{17.81665} Er_{7.018865} ,B_{29.0} Cu_{48.0} Ge_{12.0} Sr_{41.0} Xe_{18.0} Er_{7.0} ,73.48509,73.38347,-0.7041622,-0.7020964,155.0
C_{77.93344} N_{8.018438} In_{33.00983} Ba_{33.03829} ,C_{78.0} N_{8.0} In_{33.0} Ba_{33.0} ,72.86309,72.949905,-0.37495458,-0.37679508,152.0
B_{17.03560} C_{17.013} Cu_{47.00300} Y_{14.01032} Zr_{5.980932} Rh_{38.0412} Pt_{54.91595} ,B_{17.0} C_{17.0} Cu_{47.0} Y_{14.0} Zr_{6.0} Rh_{38.0} Pt_{55.0} ,72.54032,72.57486,0.36420003,0.36387402,194.0
O_{62.93139} Cu_{26.9968} Rb_{16.97895} La_{27.99158} Pt_{6.101282} ,O_{63.0} Cu_{27.0} Rb_{17.0} La_{28.0} Pt_{6.0} ,72.53998,72.55348,-2.6756234,-2.673777,141.0
O_{91.8859} Na_{20.89221} K_{13.16124} Cu_{37.89333} Rb_{20.89205} Ho_{8.275263} ,O_{92.0} Na_{21.0} K_{13.0} Cu_{38.0} Rb_{21.0} Ho_{8.0} ,72.44172,72.51988,-2.455349,-2.4592931,193.0
Be_{24.92441} C_{97.08409} Mg_{31.02009} Po_{23.97139} ,Be_{25.0} C_{97.0} Mg_{31.0} Po_{24.0} ,72.06703,72.06978,-1.387277,-1.3858446,177.0
Li_{24.03095} C_{31.98834} Cu_{59.02742} La_{11.90307} Ce_{21.99081} Yb_{15.89532} Pt_{6.190422} Hg_{17.97363} ,Li_{24.0} C_{32.0} Cu_{59.0} La_{12.0} Ce_{22.0} Yb_{16.0} Pt_{6.0} Hg_{18.0} ,71.77042,72.03341,-0.41253847,-0.4100368,189.0
O_{10.98142} Cu_{23.98871} Y_{16.05421} La_{18.01302} Pt_{5.967468} Tl_{5.995147} ,O_{11.0} Cu_{24.0} Y_{16.0} La_{18.0} Pt_{6.0} Tl_{6.0} ,71.95576,71.968094,-1.3505,-1.3475701,81.0
O_{92.89278} Cu_{33.85156} Pr_{44.181} Nd_{4.979} Tl_{9.095666} ,O_{93.0} Cu_{34.0} Pr_{44.0} Nd_{5.0} Tl_{9.0} ,71.54424,71.66482,-2.9412446,-2.9416313,185.0
C_{87.94938} Kr_{25.99984} Rb_{9.080778} Ba_{31.96999} ,C_{88.0} Kr_{26.0} Rb_{9.0} Ba_{32.0} ,71.425,71.44259,-1.1010612,-1.1063854,155.0
Be_{16.93759} B_{9.02458} F_{8.987782} Mg_{23.01034} Sc_{18.00415} Rb_{18.04255} La_{18.00167} Pt_{26.99132} ,Be_{17.0} B_{9.0} F_{9.0} Mg_{23.0} Sc_{18.0} Rb_{18.0} La_{18.0} Pt_{27.0} ,71.26881,71.34471,0.27393258,0.27304566,139.0
C_{36.89795} Ca_{50.14221} Cu_{63.92250} La_{20.04033} Pb_{23.99701} ,C_{37.0} Ca_{50.0} Cu_{64.0} La_{20.0} Pb_{24.0} ,70.89198,71.06002,-0.92129743,-0.920059,195.0
O_{68.96702} Cu_{27.86505} Rb_{16.12792} La_{32.07874} Pm_{1.961261} ,O_{69.0} Cu_{28.0} Rb_{16.0} La_{32.0} Pm_{2.0} ,71.11957,71.023636,-2.821185,-2.8209434,147.0
Be_{27.98052} Cu_{59.96088} Br_{13.99207} La_{29.97398} Nd_{13.97137} Ho_{12.02171} Yb_{23.09452} Pt_{11.00491} ,Be_{28.0} Cu_{60.0} Br_{14.0} La_{30.0} Nd_{14.0} Ho_{12.0} Yb_{23.0} Pt_{11.0} ,70.706696,70.770134,0.16598956,0.16696613,192.0
O_{71.06985} Cu_{30.20286} La_{23.82866} Nd_{21.89307} Gd_{6.005561} ,O_{71.0} Cu_{30.0} La_{24.0} Nd_{22.0} Gd_{6.0} ,70.27065,70.726204,-2.8918116,-2.8892949,153.0
Be_{22.94246} Ca_{36.05674} Ge_{9.020015} Se_{6.932386} Nb_{46.03209} Sn_{20.03290} La_{20.90064} Pt_{32.08275} ,Be_{23.0} Ca_{36.0} Ge_{9.0} Se_{7.0} Nb_{46.0} Sn_{20.0} La_{21.0} Pt_{32.0} ,70.44489,70.57055,0.442375,0.44188568,194.0
O_{40.95333} Cu_{17.99737} La_{13.06839} Nd_{11.98446} Dy_{2.996434} ,O_{41.0} Cu_{18.0} La_{13.0} Nd_{12.0} Dy_{3.0} ,70.55467,70.44258,-2.8577607,-2.8566644,87.0
Li_{12.98613} B_{11.03708} O_{57.10822} Mg_{39.07690} Cu_{44.81574} La_{13.01269} Pt_{10.96322} ,Li_{13.0} B_{11.0} O_{57.0} Mg_{39.0} Cu_{45.0} La_{13.0} Pt_{11.0} ,70.1647,70.39598,-1.4644954,-1.4668814,189.0
C_{80.91502} Ne_{44.05155} Mg_{13.96337} Ca_{37.20237} La_{12.86766} ,C_{81.0} Ne_{44.0} Mg_{14.0} Ca_{37.0} La_{13.0} ,69.93897,70.1342,-1.3695205,-1.3690176,189.0
C_{86.88106} Sn_{25.02932} Ba_{37.14784} Yb_{28.94178} ,C_{87.0} Sn_{25.0} Ba_{37.0} Yb_{29.0} ,69.892914,70.02114,-1.3415986,-1.347103,178.0
Li_{33.85967} B_{18.99153} C_{41.11701} O_{9.902159} Cu_{50.04710} La_{20.05832} Pt_{14.02419} ,Li_{34.0} B_{19.0} C_{41.0} O_{10.0} Cu_{50.0} La_{20.0} Pt_{14.0} ,69.89109,69.89762,-0.63953096,-0.637591,188.0
B_{10.96664} C_{27.92352} Co_{49.04413} Sr_{38.12013} Ba_{3.035482} Bi_{19.9101} ,B_{11.0} C_{28.0} Co_{49.0} Sr_{38.0} Ba_{3.0} Bi_{20.0} ,69.18621,69.3839,-0.47765294,-0.4695139,149.0
C_{33.86799} O_{36.86790} Ni_{9.96527} Rb_{4.998274} Ba_{28.25525} La_{2.087277} Pt_{53.95803} ,C_{34.0} O_{37.0} Ni_{10.0} Rb_{5.0} Ba_{28.0} La_{2.0} Pt_{54.0} ,68.60836,69.27307,-1.7044117,-1.7055993,170.0
B_{18.01941} C_{27.00262} Al_{16.16431} K_{20.98852} Ca_{20.96476} Ag_{30.99737} Xe_{26.98940} Ba_{29.87357} ,B_{18.0} C_{27.0} Al_{16.0} K_{21.0} Ca_{21.0} Ag_{31.0} Xe_{27.0} Ba_{30.0} ,68.93753,69.19857,-1.1490105,-1.1496099,191.0
B_{11.86740} C_{13.06136} Cu_{77.03982} Sr_{15.91634} Ba_{30.88455} Ce_{10.11527} Tm_{23.11521} ,B_{12.0} C_{13.0} Cu_{77.0} Sr_{16.0} Ba_{31.0} Ce_{10.0} Tm_{23.0} ,68.36885,69.044044,-0.8708663,-0.8709593,182.0
B_{10.96863} C_{29.01223} Mg_{29.17248} Cu_{38.95612} La_{8.943518} Tb_{9.900673} Pt_{38.06123} Tl_{17.98509} ,B_{11.0} C_{29.0} Mg_{29.0} Cu_{39.0} La_{9.0} Tb_{10.0} Pt_{38.0} Tl_{18.0} ,68.835205,69.0429,-0.39842993,-0.39469656,183.0
C_{74.80723} O_{32.30421} Ca_{41.97567} In_{14.93207} La_{10.99832} Pt_{10.98248} ,C_{75.0} O_{32.0} Ca_{42.0} In_{15.0} La_{11.0} Pt_{11.0} ,68.94602,68.98942,-1.2046574,-1.2123634,186.0
C_{30.06522} Mg_{29.94449} Ca_{7.936276} Rb_{35.98369} Y_{25.05167} In_{27.05382} La_{20.96481} ,C_{30.0} Mg_{30.0} Ca_{8.0} Rb_{36.0} Y_{25.0} In_{27.0} La_{21.0} ,68.954475,68.96249,-0.9670219,-0.9689711,177.0
Sc_{31.93021} Co_{16.00672} Zn_{46.05425} Tc_{20.96822} La_{47.06819} Yb_{7.94229} Lu_{6.170697} Au_{16.85942} ,Sc_{32.0} Co_{16.0} Zn_{46.0} Tc_{21.0} La_{47.0} Yb_{8.0} Lu_{6.0} Au_{17.0} ,68.60633,68.660965,-0.28346583,-0.28299642,193.0
O_{68.01018} Cu_{30.00599} La_{26.96809} Nd_{14.01572} ,O_{68.0} Cu_{30.0} La_{27.0} Nd_{14.0} ,68.628914,68.62984,-2.9104187,-2.9103441,139.0
B_{7.146234} Ca_{17.89900} Co_{27.05395} Tc_{26.01405} Ba_{25.83563} La_{14.94512} Pt_{23.10599} ,B_{7.0} Ca_{18.0} Co_{27.0} Tc_{26.0} Ba_{26.0} La_{15.0} Pt_{23.0} ,68.24158,68.39202,-0.24166077,-0.24204299,142.0
O_{93.03305} Cu_{31.82823} La_{44.15883} Pr_{2.128172} Tl_{11.85171} ,O_{93.0} Cu_{32.0} La_{44.0} Pr_{2.0} Tl_{12.0} ,68.62062,68.3093,-3.049155,-3.0524812,183.0
C_{6.071184} O_{25.91059} Cu_{42.91238} La_{53.00161} Pt_{9.104218} ,C_{6.0} O_{26.0} Cu_{43.0} La_{53.0} Pt_{9.0} ,68.312035,68.28163,-1.9742812,-1.9724684,137.0
O_{28.02819} Cu_{11.94173} La_{15.00367} Dy_{7.026396} ,O_{28.0} Cu_{12.0} La_{15.0} Dy_{7.0} ,67.99273,68.216934,-2.829871,-2.8323798,62.0
B_{27.97989} Cu_{54.00166} Ga_{18.04457} Rb_{13.96434} La_{30.08518} Eu_{18.94198} Pt_{11.98235} ,B_{28.0} Cu_{54.0} Ga_{18.0} Rb_{14.0} La_{30.0} Eu_{19.0} Pt_{12.0} ,67.93783,68.01484,-1.1064789,-1.1074402,175.0
C_{89.04925} O_{18.93320} Sr_{1.933538} Ba_{23.21821} Ho_{7.865782} ,C_{89.0} O_{19.0} Sr_{2.0} Ba_{23.0} Ho_{8.0} ,68.16874,67.91854,-0.51548064,-0.5150487,141.0
B_{8.939889} C_{30.03375} Ca_{26.00547} Zr_{41.04478} Ba_{36.06023} La_{19.01116} Yb_{6.927026} Pt_{6.977672} ,B_{9.0} C_{30.0} Ca_{26.0} Zr_{41.0} Ba_{36.0} La_{19.0} Yb_{7.0} Pt_{7.0} ,67.83798,67.9051,-0.20353149,-0.20672172,175.0
Be_{11.82885} B_{31.25893} Mg_{5.124298} Cu_{43.90265} Cd_{19.87994} La_{49.05634} Tm_{9.948967} ,Be_{12.0} B_{31.0} Mg_{5.0} Cu_{44.0} Cd_{20.0} La_{49.0} Tm_{10.0} ,68.366646,67.886955,-0.77798927,-0.77959716,171.0
O_{76.93809} Cu_{34.017} La_{32.03884} Nd_{13.00604} ,O_{77.0} Cu_{34.0} La_{32.0} Nd_{13.0} ,67.67525,67.70397,-2.9194055,-2.9184241,156.0
H_{21.96086} N_{57.99618} Ni_{12.11691} Rb_{21.08030} Y_{20.86282} Zr_{10.92245} Ba_{28.04718} Ho_{7.013277} ,H_{22.0} N_{58.0} Ni_{12.0} Rb_{21.0} Y_{21.0} Zr_{11.0} Ba_{28.0} Ho_{7.0} ,67.395966,67.5719,-1.5542257,-1.5569121,180.0
B_{14.99379} Ne_{22.01455} Cu_{44.02499} Y_{14.92664} Zr_{8.960374} Rh_{34.99798} Pt_{51.08167} ,B_{15.0} Ne_{22.0} Cu_{44.0} Y_{15.0} Zr_{9.0} Rh_{35.0} Pt_{51.0} ,67.47105,67.54526,0.3875053,0.3867219,191.0
O_{53.9412} Cu_{23.07788} La_{14.91146} Nd_{18.06946} ,O_{54.0} Cu_{23.0} La_{15.0} Nd_{18.0} ,67.14075,67.16092,-2.9371326,-2.934212,110.0
C_{30.94972} Sc_{20.99813} Ge_{45.96236} Ba_{45.94837} Er_{20.11272} Pt_{27.02868} ,C_{31.0} Sc_{21.0} Ge_{46.0} Ba_{46.0} Er_{20.0} Pt_{27.0} ,67.0532,67.078896,-1.6969428,-1.6961153,191.0
B_{7.075208} N_{15.00107} P_{36.93393} Rb_{37.03203} Sr_{7.046871} Ba_{25.00187} La_{17.89986} Pt_{40.00913} ,B_{7.0} N_{15.0} P_{37.0} Rb_{37.0} Sr_{7.0} Ba_{25.0} La_{18.0} Pt_{40.0} ,66.86779,66.93772,-1.5910709,-1.5893272,186.0
B_{56.09734} Si_{26.96977} Ca_{23.09700} Sr_{36.88803} Pt_{53.94785} ,B_{56.0} Si_{27.0} Ca_{23.0} Sr_{37.0} Pt_{54.0} ,66.852585,66.928566,-0.27559614,-0.27504614,197.0
C_{24.12923} Cu_{37.90956} Rb_{11.15132} La_{14.83976} Dy_{10.04832} Ho_{0.913139} Pt_{4.008643} ,C_{24.0} Cu_{38.0} Rb_{11.0} La_{15.0} Dy_{10.0} Ho_{1.0} Pt_{4.0} ,66.96566,66.7599,-1.0861344,-1.0867295,103.0
C_{16.98600} O_{22.02520} Ne_{18.01809} P_{28.92282} Sr_{23.06915} Ba_{13.01778} Pt_{48.02101} At_{27.93991} ,C_{17.0} O_{22.0} Ne_{18.0} P_{29.0} Sr_{23.0} Ba_{13.0} Pt_{48.0} At_{28.0} ,66.345245,66.41272,-1.6032237,-1.601164,198.0
O_{55.94492} Cu_{23.11625} Xe_{8.044208} La_{26.98599} Re_{1.908632} ,O_{56.0} Cu_{23.0} Xe_{8.0} La_{27.0} Re_{2.0} ,66.32364,66.406166,-2.9292736,-2.9278574,116.0
C_{109.1785} P_{20.06003} Ba_{37.81843} Nd_{13.94973} Eu_{12.99320} ,C_{109.0} P_{20.0} Ba_{38.0} Nd_{14.0} Eu_{13.0} ,66.42557,66.38878,-0.8002154,-0.7975765,194.0
O_{91.98177} Cu_{41.97059} La_{51.04763} ,O_{92.0} Cu_{42.0} La_{51.0} ,65.68042,65.683174,-2.9022787,-2.9027085,185.0
C_{30.92387} Cu_{56.11580} Y_{30.87995} La_{41.98494} Dy_{8.064889} Pt_{26.03054} ,C_{31.0} Cu_{56.0} Y_{31.0} La_{42.0} Dy_{8.0} Pt_{26.0} ,65.591835,65.68155,-0.7748277,-0.77353233,194.0
O_{77.91307} Cu_{37.11218} La_{43.97474} ,O_{78.0} Cu_{37.0} La_{44.0} ,65.576485,65.6378,-2.8758788,-2.8729324,159.0
C_{44.99806} K_{38.24381} Cu_{66.77544} La_{15.81388} Eu_{4.903229} Yb_{12.16699} Pt_{8.098582} ,C_{45.0} K_{38.0} Cu_{67.0} La_{16.0} Eu_{5.0} Yb_{12.0} Pt_{8.0} ,65.72233,65.62467,-0.8790827,-0.8781581,191.0
O_{42.06019} Cu_{48.05492} Rh_{20.92419} La_{53.98227} Pt_{18.97841} ,O_{42.0} Cu_{48.0} Rh_{21.0} La_{54.0} Pt_{19.0} ,65.42859,65.44736,-1.9035019,-1.9052154,184.0
B_{6.006061} C_{40.03172} Ca_{30.03873} Cu_{41.93879} Ag_{27.98251} In_{7.019748} Yb_{13.98243} ,B_{6.0} C_{40.0} Ca_{30.0} Cu_{42.0} Ag_{28.0} In_{7.0} Yb_{14.0} ,65.379295,65.37162,-0.37683654,-0.37743372,167.0
C_{47.95018} O_{34.06166} Ni_{5.080722} Ge_{23.20132} Ba_{31.86577} Pt_{26.11941} Tl_{8.720935} ,C_{48.0} O_{34.0} Ni_{5.0} Ge_{23.0} Ba_{32.0} Pt_{26.0} Tl_{9.0} ,65.08943,65.20587,-1.9394555,-1.9272281,177.0
O_{72.0078} Cu_{32.94413} La_{41.04807} ,O_{72.0} Cu_{33.0} La_{41.0} ,65.100716,65.065544,-2.9009311,-2.9022598,146.0
C_{43.01562} Cu_{64.16012} Rb_{18.01352} La_{37.22467} Tm_{15.63438} Pt_{13.95166} ,C_{43.0} Cu_{64.0} Rb_{18.0} La_{37.0} Tm_{16.0} Pt_{14.0} ,64.8292,65.02585,-1.0351292,-1.0355376,192.0
B_{24.03721} C_{7.035542} Cu_{42.96965} La_{40.00636} Eu_{2.064226} Yb_{22.9413} Pt_{18.94570} ,B_{24.0} C_{7.0} Cu_{43.0} La_{40.0} Eu_{2.0} Yb_{23.0} Pt_{19.0} ,64.83882,64.882935,-0.7780006,-0.78057164,158.0
C_{41.90319} Ge_{45.99916} Ba_{30.94646} Yb_{24.13849} Pt_{36.01268} ,C_{42.0} Ge_{46.0} Ba_{31.0} Yb_{24.0} Pt_{36.0} ,64.77223,64.74533,-1.4442115,-1.4412321,179.0
C_{10.92463} Ca_{27.08756} Cu_{18.05233} La_{29.98322} Pr_{18.95728} Er_{14.06595} Pt_{23.05143} Pb_{14.87758} ,C_{11.0} Ca_{27.0} Cu_{18.0} La_{30.0} Pr_{19.0} Er_{14.0} Pt_{23.0} Pb_{15.0} ,64.78986,64.659,-0.1912786,-0.18399417,157.0
O_{66.91283} Cu_{26.94972} La_{34.98885} Pr_{9.148583} ,O_{67.0} Cu_{27.0} La_{35.0} Pr_{9.0} ,64.795494,64.612785,-2.9435806,-2.942257,138.0
Si_{27.99256} Fe_{13.01569} Tc_{45.06657} Ba_{38.85110} Dy_{14.04131} Yb_{23.97010} Pt_{11.06264} ,Si_{28.0} Fe_{13.0} Tc_{45.0} Ba_{39.0} Dy_{14.0} Yb_{24.0} Pt_{11.0} ,64.341255,64.53807,-1.0377427,-1.0384675,174.0
He_{54.00178} K_{13.97322} Sr_{28.96798} Nb_{28.09429} Pd_{30.99896} Re_{5.957934} Bi_{16.00583} ,He_{54.0} K_{14.0} Sr_{29.0} Nb_{28.0} Pd_{31.0} Re_{6.0} Bi_{16.0} ,64.482315,64.53319,-0.209148,-0.20922634,178.0
C_{29.89328} Cr_{16.04775} Cu_{44.97021} Pr_{47.02939} Pt_{28.05936} ,C_{30.0} Cr_{16.0} Cu_{45.0} Pr_{47.0} Pt_{28.0} ,64.60208,64.473465,-0.8823047,-0.8816654,166.0
O_{45.96813} Cu_{62.96625} La_{77.0579} Pt_{13.00771} ,O_{46.0} Cu_{63.0} La_{77.0} Pt_{13.0} ,64.47033,64.447815,-2.0953805,-2.0953474,199.0
O_{33.97389} Cu_{51.02982} La_{62.91334} Pt_{10.08295} ,O_{34.0} Cu_{51.0} La_{63.0} Pt_{10.0} ,64.47185,64.40577,-2.028936,-2.0273833,158.0
Ca_{39.91553} Ge_{27.07632} Zr_{17.94432} La_{27.01046} Lu_{26.02078} Pt_{44.03257} ,Ca_{40.0} Ge_{27.0} Zr_{18.0} La_{27.0} Lu_{26.0} Pt_{44.0} ,64.223274,64.17157,0.5305364,0.5304797,182.0
B_{34.20093} C_{38.94597} O_{6.027501} Co_{40.02586} Sb_{11.84780} Ba_{35.80822} La_{14.14371} ,B_{34.0} C_{39.0} O_{6.0} Co_{40.0} Sb_{12.0} Ba_{36.0} La_{14.0} ,63.673943,63.900482,-1.0958214,-1.0962777,181.0
C_{19.05054} Cu_{45.98857} Rb_{34.97134} Ce_{18.98026} Pm_{22.944} Dy_{38.0766} Er_{6.967707} Pt_{12.02095} ,C_{19.0} Cu_{46.0} Rb_{35.0} Ce_{19.0} Pm_{23.0} Dy_{38.0} Er_{7.0} Pt_{12.0} ,63.563816,63.62189,-1.0453824,-1.0470196,199.0
C_{13.95525} Cr_{24.01904} Cu_{41.06948} La_{48.05368} Dy_{29.88705} Er_{3.93564} Lu_{16.04753} Pt_{15.03230} ,C_{14.0} Cr_{24.0} Cu_{41.0} La_{48.0} Dy_{30.0} Er_{4.0} Lu_{16.0} Pt_{15.0} ,63.12596,63.24289,-0.6325742,-0.6312345,192.0
C_{72.16529} O_{30.22942} P_{21.13158} K_{6.19292} Ba_{41.71750} La_{6.813598} Pt_{16.74968} ,C_{72.0} O_{30.0} P_{21.0} K_{6.0} Ba_{42.0} La_{7.0} Pt_{17.0} ,61.737297,63.14734,-1.7469467,-1.7433851,195.0
C_{6.144008} O_{45.00798} Cu_{60.88253} La_{41.97043} Tm_{29.98322} Pt_{13.01182} ,C_{6.0} O_{45.0} Cu_{61.0} La_{42.0} Tm_{30.0} Pt_{13.0} ,63.05183,62.96107,-2.030284,-2.0314999,197.0
B_{36.05946} N_{14.95040} Ca_{21.1086} Co_{20.93561} Sr_{30.94724} Nd_{6.909112} Pm_{7.994194} Pt_{49.09537} ,B_{36.0} N_{15.0} Ca_{21.0} Co_{21.0} Sr_{31.0} Nd_{7.0} Pm_{8.0} Pt_{49.0} ,62.816723,62.920124,-0.00054253824,-4.155375e-05,188.0
C_{42.8044} N_{8.172614} K_{5.050944} Cu_{42.96680} Rb_{16.93117} La_{43.01638} Sm_{3.005892} Pt_{10.05178} ,C_{43.0} N_{8.0} K_{5.0} Cu_{43.0} Rb_{17.0} La_{43.0} Sm_{3.0} Pt_{10.0} ,62.819622,62.90078,-1.449943,-1.4525425,172.0
Be_{16.0097} Mo_{46.06488} Cs_{31.98664} Ba_{35.97197} La_{14.98433} Dy_{3.849501} Ho_{21.04759} Pt_{16.08537} ,Be_{16.0} Mo_{46.0} Cs_{32.0} Ba_{36.0} La_{15.0} Dy_{4.0} Ho_{21.0} Pt_{16.0} ,62.679848,62.89132,0.2176418,0.21645044,186.0
C_{32.06346} O_{24.87289} Cu_{58.78222} La_{23.19397} Pr_{33.09230} Pt_{24.99514} ,C_{32.0} O_{25.0} Cu_{59.0} La_{23.0} Pr_{33.0} Pt_{25.0} ,62.035244,62.316864,-1.5115864,-1.5125469,197.0
Li_{7.930308} C_{24.19511} Sc_{14.17796} Cu_{54.3398} La_{11.97902} Ce_{27.93151} Tm_{16.73291} Pt_{22.71335} ,Li_{8.0} C_{24.0} Sc_{14.0} Cu_{54.0} La_{12.0} Ce_{28.0} Tm_{17.0} Pt_{23.0} ,61.775036,62.073673,-0.64411354,-0.6456222,180.0
C_{26.02952} O_{29.82109} Cu_{31.94736} Rb_{13.28293} La_{31.95959} Yb_{19.95951} ,C_{26.0} O_{30.0} Cu_{32.0} Rb_{13.0} La_{32.0} Yb_{20.0} ,61.937992,62.034462,-1.9799901,-1.9771321,153.0
B_{19.00950} C_{23.00334} Na_{15.04837} K_{19.91510} Cu_{38.04434} Rb_{12.97491} Dy_{7.016994} Pt_{36.98742} ,B_{19.0} C_{23.0} Na_{15.0} K_{20.0} Cu_{38.0} Rb_{13.0} Dy_{7.0} Pt_{37.0} ,61.94788,62.03179,-0.04640636,-0.047016956,172.0
C_{59.11264} O_{28.26322} Ge_{28.89962} Ba_{28.62354} Dy_{1.216856} Ho_{7.936195} Pt_{22.94792} ,C_{59.0} O_{28.0} Ge_{29.0} Ba_{29.0} Dy_{1.0} Ho_{8.0} Pt_{23.0} ,60.4733,61.643898,-1.4121355,-1.4086748,177.0
B_{17.11847} C_{16.04439} Ca_{21.86979} Ge_{34.02868} Ba_{35.93977} La_{20.03814} Yb_{5.9245} Pt_{44.03624} ,B_{17.0} C_{16.0} Ca_{22.0} Ge_{34.0} Ba_{36.0} La_{20.0} Yb_{6.0} Pt_{44.0} ,61.418827,61.61973,-1.3551502,-1.3585802,195.0
